Table 2.4.5U. Personal Consumption Expenditures by Type of Product
Table 2.4.5U. Personal Consumption Expenditures by Type of Product
"Last Revised on: October 27, 2023 - Next Release Date November 30, 2023"
88,"                        Eggs",13169,13218,16399,14441,14707,14533,14578,14226,14242,14122,14226,14151,14537,14376,14617,14721,14680,14734,14723,15090,15144,15295,15308,15404,15576,15570,15708,15837,16008,16148,16195,16327,16465,16571,16646,16567,16561,16633,16515,16543,16568,16551,16667,16683,16745
89,"                    Fats and oils",21545,21679,26348,24355,25170,24925,25040,24690,24655,24504,24720,24661,25175,24720,25445,25539,25328,25632,25250,26080,26174,26553,26680,26774,27327,27175,27407,27635,27921,28124,28329,28523,28795,28911,28915,28939,28963,29123,28978,29110,29236,29253,29550,29562,29733
90,"                    Fresh fruits and vegetables",95811,95955,118558,104729,106446,104634,105076,103189,103813,103366,104501,104470,107205,106888,108875,110065,110551,111938,111813,114900,115322,116420,116634,117185,118691,118219,119132,119774,121011,121908,122310,123294,124271,125132,125639,125177,125024,125670,125054,125266,125554,125522,126305,126369,126853
91,"                        Fruit (fresh)",45544,45610,56353,49778,50594,49732,49941,49044,49340,49128,49667,49653,50953,50803,51748,52313,52544,53204,53145,54612,54813,55335,55437,55698,56414,56189,56623,56928,57516,57943,58134,58601,59065,59475,59716,59496,59423,59730,59438,59539,59675,59660,60032,60063,60292
92,"                        Vegetables (fresh)",50268,50344,62205,54950,55852,54902,55135,54145,54473,54239,54834,54818,56252,56085,57128,57752,58006,58734,58668,60288,60509,61085,61198,61487,62277,62029,62509,62845,63495,63966,64176,64693,65205,65657,65923,65681,65601,65940,65617,65728,65879,65862,66273,66307,66560
93,"                    Processed fruits and vegetables",34788,35163,42732,38120,39201,39201,39735,38914,39076,39036,39173,39022,40209,39654,40617,41073,40822,41033,40957,41930,42075,42575,42557,42709,43403,43284,43736,44070,44460,44889,45077,45561,45827,46105,46284,46150,46224,46426,45960,46130,46254,46341,46620,46704,46858
94,"                    Sugar and sweets",56867,57037,63893,56801,59072,59065,59392,58567,59422,59374,59649,60258,62928,61415,64234,65043,64600,64940,65104,66158,66145,67086,67416,67787,68154,68208,68846,69620,70108,70803,70973,71412,72202,72248,72816,72636,72980,73302,72308,72817,73109,73249,73690,73817,74154
95,"                    Food products, not elsewhere classified",177708,178760,212027,192162,198681,197696,199044,195998,196847,196169,197421,197626,203481,199686,206321,207951,206449,208221,206803,212141,212662,215597,216416,217312,220554,219883,221919,223924,225939,227870,229034,230721,232837,233662,234421,234173,234684,235857,233835,235016,235918,236201,238096,238368,239538
96,"                Nonalcoholic beverages purchased for off-premises consumption",106138,106861,121108,104740,108400,109423,111488,110053,111125,111848,111714,111989,116780,115000,119831,121552,120910,121541,122356,123990,123957,126293,126805,127339,128320,128460,130355,131437,132370,133818,134012,134819,136197,136403,136788,136849,137292,138251,136262,137001,137385,137954,138151,139300,139672
97,"                    Coffee, tea, and other beverage materials",19883,20017,22700,19638,20326,20515,20899,20632,20829,20959,20937,20990,21883,21554,22452,22769,22652,22772,22922,23230,23227,23659,23757,23859,24041,24070,24421,24626,24798,25070,25103,25251,25508,25550,25622,25628,25712,25889,25519,25657,25727,25829,25867,26080,26151
98,"                    Mineral waters, soft drinks, and vegetable juices",86255,86844,98409,85103,88074,88908,90589,89421,90297,90889,90777,90999,94897,93446,97379,98783,98258,98769,99434,100760,100729,102633,103048,103481,104280,104391,105934,106811,107573,108748,108909,109568,110689,110852,111166,111220,111580,112362,110743,111344,111658,112124,112284,113219,113521
99,"            Alcoholic beverages purchased for off-premises consumption (5)",166603,167305,195467,181609,193405,193441,194922,195419,194706,192761,193816,192685,199356,196787,202517,202760,200884,202959,198153,202812,203308,204944,206924,206671,208830,210468,210508,211158,211798,213723,214107,215385,217143,218851,218177,217158,220370,219232,217432,219803,221199,220507,221928,221295,222518
100,"                Spirits",39932,40114,46384,43490,47012,47168,47524,47964,47734,47142,47344,46844,48807,48194,49580,49613,49046,49446,47968,48948,48992,49276,49824,49610,49947,50641,50424,50374,50444,50894,50929,51329,51711,52180,51940,51638,52775,52197,51700,52442,52877,52641,52932,52631,52926
101,"                Wine",52515,52721,62075,57572,61216,61132,61531,61630,61400,60731,61068,60552,62692,61894,63573,63679,63048,63629,62060,63522,63630,64122,64695,64580,65244,65782,65749,65857,66116,66691,66844,67351,67887,68423,68226,67911,68965,68545,68006,68755,69227,69013,69455,69200,69577
102,"                Beer",74156,74470,87008,80547,85177,85141,85867,85825,85572,84888,85403,85288,87858,86699,89364,89468,88790,89884,88126,90342,90685,91546,92405,92482,93638,94045,94334,94927,95238,96138,96334,96705,97546,98248,98011,97609,98630,98491,97725,98606,99095,98854,99541,99464,100015
103,"            Food produced and consumed on farms (6)",529,537,544,552,559,567,574,582,589,597,604,612,620,627,633,640,645,650,655,659,663,666,669,671,673,675,676,677,677,677,677,677,676,674,673,671,669,667,667,667,669,671,674,678,683
104,"        Clothing and footwear",413522,412570,299760,210862,293205,380055,382884,381324,413630,406245,394557,406181,428018,404681,470902,470304,471915,487691,472910,475665,478515,482090,489346,482836,483525,487331,498052,500876,501029,499544,499909,506381,511538,509130,503651,506892,520744,516580,507817,509763,512301,511986,520461,521741,521335
105,"            Garments",318613,317713,233234,167254,224603,285286,292184,295182,316013,310445,302755,310248,325563,312283,359280,359293,360901,373852,365381,368060,370249,373044,378332,372208,374661,377736,386032,387892,387609,386388,387363,391818,395523,393614,389292,392062,403057,401276,394148,395356,396957,396319,403157,404283,404242
106,"                Women's and girls' clothing (10)",184475,184215,132717,96003,128527,163992,169935,173184,185172,181880,177801,181926,190432,183072,208965,209424,210445,219602,214181,215456,217099,218558,221329,217454,220176,221473,225608,226299,225947,225109,225897,228686,230512,229395,227074,228394,234742,234288,230023,230581,231658,231242,235562,236317,236244
107,"                Men's and boys' clothing (11)",112338,112150,83251,58676,80020,101232,102231,102268,109571,107899,104895,107839,113213,108358,126027,125873,126413,129917,127536,128453,128880,130130,132246,130323,129997,131053,134736,136023,135973,135689,136193,137427,139081,138424,136722,138072,142276,141176,138944,139302,139613,139504,141674,141978,141976
108,"                Children's and infants' clothing (12)",21800,21348,17266,12575,16057,20062,20018,19730,21269,20666,20058,20484,21918,20853,24287,23995,24043,24333,23664,24151,24270,24356,24758,24431,24487,25209,25688,25570,25689,25589,25273,25706,25930,25795,25496,25595,26040,25813,25181,25474,25686,25574,25920,25988,26023
109,"            Other clothing materials and footwear (13 and 17)",94909,94857,66526,43608,68602,94768,90700,86142,97617,95799,91802,95932,102455,92398,111622,111012,111015,113839,107529,107605,108266,109045,111014,110628,108864,109596,112020,112984,113420,113156,112546,114563,116015,115516,114359,114830,117687,115303,113669,114408,115344,115667,117304,117458,117093
110,"                Clothing materials",2714,2813,2271,1796,2874,3203,3315,3241,3195,3103,3144,3122,3193,2750,3001,3060,2914,3019,2833,2930,2874,2913,3031,2923,2856,2913,2914,3012,2994,2891,3026,3058,3123,3100,3086,3096,3119,3111,3077,2982,3108,3174,3169,3099,3109
111,"                Standard clothing issued to military personnel",445,442,440,438,436,434,432,430,428,426,425,423,422,420,418,416,414,412,409,406,403,399,396,392,388,385,382,379,378,376,376,376,376,378,379,382,384,387,391,394,398,402,406,410,415
112,"                Shoes and other footwear",91750,91601,63815,41374,65292,91131,86953,82472,93994,92270,88233,92387,98840,89227,108202,107536,107687,110408,104286,104269,104988,105733,107587,107313,105620,106298,108724,109593,110048,109889,109144,111129,112516,112039,110894,111353,114183,111805,110201,111032,111837,112091,113730,113949,113569
113,"        Gasoline and other energy goods",352943,336249,262757,166957,191555,232070,248670,257932,272508,259769,248275,270294,294255,312186,349145,355324,360824,388774,396229,405082,415065,433943,450584,466802,441908,480797,543128,525238,549803,597159,532105,505223,489586,508338,491538,456706,459529,474798,461493,473576,442645,453729,448470,491756,487712
114,"            Motor vehicle fuels, lubricants, and fluids (59)",331389,315142,243401,148111,172254,213080,228648,237607,251163,240353,230019,249742,272180,286399,325500,332246,337414,363751,371415,381021,390039,407242,423586,442500,412401,449606,511671,492354,513856,560846,499476,471771,457771,473224,460909,426459,432221,447895,433993,446266,416706,426986,422384,463613,459712
115,"                Gasoline and other motor fuel",321680,305369,235310,142088,165075,205072,220283,229316,242412,231946,221620,241105,263086,277221,315534,322018,326839,352854,360220,369548,378496,395351,411712,430511,400828,437456,499712,480175,501436,548318,487252,459232,444948,459869,447480,413095,419024,434445,420417,432354,403190,413806,409615,450703,447317
116,"                Lubricants and fluids",9710,9772,8091,6023,7180,8009,8365,8291,8751,8408,8399,8637,9095,9178,9966,10228,10575,10898,11194,11473,11542,11891,11874,11989,11573,12150,11960,12178,12421,12529,12224,12539,12824,13355,13428,13364,13198,13450,13576,13912,13516,13181,12769,12910,12394
117,"            Fuel oil and other fuels (29)",21554,21108,19356,18847,19301,18990,20022,20325,21344,19416,18256,20552,22074,25787,23645,23078,23411,25023,24814,24062,25026,26701,26998,24302,29507,31190,31457,32884,35946,36313,32629,33452,31815,35113,30629,30248,27308,26903,27499,27309,25939,26742,26086,28143,28001
118,"                Fuel oil",17473,17113,15694,15282,15651,15399,16237,16482,17310,15746,14805,16667,17901,20912,19174,18714,18983,20290,20121,19511,20292,21651,21891,19706,23926,25291,25507,26665,29148,29445,26458,27126,25798,28473,24837,24528,22144,21815,22299,22145,21034,21685,21153,22821,22706
119,"                Other fuels",4081,3995,3662,3565,3650,3591,3785,3842,4035,3670,3451,3885,4173,4876,4471,4364,4427,4732,4693,4551,4733,5050,5106,4596,5581,5899,5949,6219,6798,6867,6170,6326,6016,6640,5792,5720,5164,5087,5200,5164,4905,5057,4933,5322,5295
120,"        Other nondurable goods",1192432,1202850,1254891,1174161,1244783,1273458,1291336,1295290,1304617,1304056,1305465,1314309,1313258,1281978,1354848,1363079,1341334,1364698,1348781,1370106,1375131,1393967,1400515,1399770,1425227,1421803,1432099,1444810,1450225,1459962,1468251,1478203,1492149,1496322,1495553,1501110,1522896,1532923,1528303,1541811,1551129,1553976,1565476,1570757,1589220
121,"            Pharmaceutical and other medical products (40 and 41)",504574,514129,542299,497466,508357,514658,525066,528719,533115,534077,532255,539662,513490,504775,525225,530530,527435,534962,533845,537883,540604,545617,548014,550953,558472,556938,559706,564296,568087,573298,576276,579934,584826,591229,594731,594954,601886,609513,612785,620157,626521,627634,630761,637887,647618
122,"                Pharmaceutical products",498852,508320,536980,492700,503080,508982,518800,522397,526921,527711,525917,533279,507019,498511,518439,523750,520789,528131,527076,530986,533757,538599,540937,543951,551281,549736,552414,556970,560726,565872,568751,572212,577141,583509,586995,587222,593910,601390,604816,612020,618367,619432,622431,629552,639215
123,"                    Prescription drugs",417808,426521,448887,409495,415606,419581,426768,430516,434637,434885,433162,440047,411437,405648,419028,423843,422810,427936,428583,429902,432835,436201,437757,441056,446022,445546,447145,450884,454030,458156,460039,462524,466702,473059,476597,477232,481777,488193,492561,498435,503826,504319,506203,513014,521820
124,"                    Nonprescription drugs",81043,81799,88092,83205,87474,89401,92031,91881,92284,92826,92755,93231,95581,92864,99411,99907,97979,100195,98494,101085,100922,102397,103181,102894,105259,104190,105268,106086,106697,107717,108713,109688,110439,110450,110398,109990,112133,113197,112255,113585,114541,115113,116228,116538,117394
125,"                Other medical products",5722,5810,5319,4766,5277,5676,6266,6322,6194,6366,6338,6384,6472,6263,6786,6780,6646,6831,6768,6897,6847,7018,7076,7002,7191,7203,7292,7327,7360,7425,7524,7722,7686,7720,7736,7732,7977,8123,7969,8137,8154,8202,8330,8335,8404
126,"            Recreational items (parts of 80, 92, and 93)",203830,204503,209668,196048,224032,234186,235858,238063,240277,238806,241243,242095,251088,242268,264455,265066,256216,265863,260720,267669,268983,274632,275102,272868,282324,281585,284978,289282,288680,291090,292416,294218,298100,297743,297038,301735,307864,307371,306224,307704,307455,308735,311527,309901,314394
127,"                Games, toys, and hobbies",82049,82733,81236,77356,92719,98976,98778,99713,99301,99201,100550,99405,104939,100420,110730,109309,106603,109712,106377,109170,109649,111919,111711,110794,115483,116272,117233,118929,118673,119059,120688,120460,122329,122102,120479,119795,123001,122615,121711,123272,124446,125460,126292,125601,126801
128,"                Pets and related products",75738,76226,81838,76215,84058,86846,86712,87405,88335,88507,88718,89187,93191,89467,97410,97376,94582,97221,96210,98680,98593,100974,100878,100690,102704,102156,103180,104428,104502,106529,106709,107242,108826,107264,106344,107913,110130,110268,109789,110662,110567,111502,112208,111197,113247
129,"                Flowers, seeds, and potted plants",45143,44645,45720,41694,46391,47417,49371,49934,51642,50073,50953,52488,51891,51356,55182,57247,53910,57770,57012,58676,59610,60558,61375,60250,62959,61986,63360,64704,64289,64289,63786,65284,65700,67138,69034,72834,73490,73237,73479,72514,71168,70493,71737,71811,73050
130,"                Film and photographic supplies",901,900,874,783,864,948,996,1010,999,1025,1022,1015,1067,1025,1133,1135,1120,1161,1120,1142,1131,1181,1138,1135,1178,1171,1205,1221,1215,1214,1233,1232,1245,1239,1181,1194,1243,1250,1245,1257,1273,1280,1290,1292,1297
131,"            Household supplies (parts of 32 and 36)",141642,142454,152573,138622,151983,156116,156542,154977,156689,155155,154478,154447,161638,155025,166281,166652,163574,164116,161930,165147,165574,168066,169079,169080,171493,171557,173287,174962,176172,176947,177649,178921,180618,180256,179498,179589,182829,182729,179785,180970,182128,182210,184017,183627,184762
132,"                Household cleaning products",31258,31565,36177,33407,35294,35362,35252,34654,34775,34432,34310,34079,35627,34235,36424,36546,35753,35376,35160,35747,35854,36403,36698,36866,37171,37255,37742,38088,38444,38653,38780,39092,39379,39449,39420,39395,39795,39922,39193,39424,39664,39616,40035,40033,40214
133,"                Household paper products",48666,49047,56973,51672,53687,53689,53584,52263,52522,51930,51693,51348,53678,51699,54156,54412,53413,52937,52907,53839,53925,54568,54768,55060,55406,55564,56099,56756,57398,57958,58098,58513,59057,59094,59415,59146,59784,59981,59035,59462,59759,59797,60367,60374,60697
134,"                Household linens",46232,46270,44196,39719,47134,50262,50654,50998,52048,51454,51175,51516,54347,51783,56669,56517,55751,56755,55287,56644,56766,57882,58101,57773,59201,58963,59412,59936,60193,60139,60437,60789,61472,60956,60223,60613,62338,61969,60865,61225,61642,61650,62266,62022,62446
135,"                Sewing items",1091,1131,912,719,1154,1289,1332,1303,1285,1248,1265,1254,1285,1108,1210,1232,1174,1216,1142,1180,1158,1173,1220,1176,1150,1173,1174,1213,1206,1165,1219,1232,1258,1248,1243,1246,1256,1253,1239,1201,1251,1278,1275,1247,1251
136,"                Miscellaneous household products",14394,14440,14316,13105,14714,15514,15720,15759,16059,16091,16035,16250,16701,16201,17822,17944,17483,17832,17435,17738,17871,18041,18292,18205,18565,18602,18860,18968,18932,19032,19114,19294,19452,19510,19198,19189,19656,19605,19454,19658,19812,19870,20074,19951,20154
137,"            Personal care products (part of 118)",141519,142308,145767,133867,144992,149307,153608,153286,154185,154398,154346,155446,160630,155127,166993,167224,164885,168092,165721,169490,169223,171967,173073,172606,175967,175534,177006,178527,179682,180878,182273,184271,185612,185356,185053,185087,189106,190543,187966,190186,191289,191606,194073,194185,195593
138,"                Hair, dental, shaving, and miscellaneous personal care products except electrical products",83076,83309,91171,85814,89821,90101,91221,90582,90871,90802,91053,91375,94434,91241,96943,97358,95683,96954,95706,98140,98088,99544,100216,100251,102178,101691,102517,103526,104336,105284,106040,106887,107842,107813,107870,107704,109293,110066,108878,110093,110877,111188,112451,112534,113350
139,"                Cosmetic / perfumes / bath / nail preparations and implements",50572,51072,46754,40672,46709,50347,53369,53592,54017,54283,54052,54764,56456,54522,59812,59610,59106,60763,59967,61022,60756,61825,62245,61829,62920,63067,63610,64055,64355,64608,65147,66193,66496,66337,66109,66198,68377,69036,67827,68746,68970,68953,70021,70053,70563
140,"                Electric appliances for personal care",7871,7926,7842,7381,8463,8858,9018,9112,9297,9313,9241,9308,9739,9364,10237,10257,10096,10375,10047,10329,10379,10598,10612,10526,10869,10776,10879,10946,10991,10986,11087,11191,11274,11206,11073,11185,11436,11441,11261,11346,11442,11466,11600,11598,11681
141,"            Tobacco (127)",117738,115934,117068,119424,120786,123808,123862,122485,122064,122074,122671,121629,124477,126175,126513,127568,124789,124069,123013,122641,123118,123791,124219,123653,122981,123502,123540,123144,122506,122066,121902,122650,123830,122387,120827,120034,120841,121601,120564,120277,119880,119276,119177,119576,120208
142,"            Magazines, newspapers, and stationery (part of 90)",71530,72005,76184,77692,83829,84769,85926,87185,87371,88047,88791,89565,91090,88022,94695,94894,93068,96240,92444,96271,96588,98672,99703,99258,102691,101438,102382,103446,103929,104430,106329,106657,107470,107520,106545,107925,108811,109642,109299,110492,111601,112145,113630,113344,114435
143,"                Newspapers and periodicals",48029,48530,51791,55592,59922,60245,61265,62571,62450,63129,63768,64417,64972,62760,67621,67749,66309,68963,65692,68838,69069,70859,71745,71450,74592,73173,73828,74553,74912,75248,76710,77053,77720,77662,76894,78046,78609,79375,79306,80306,81224,81745,82882,82860,83706
144,"                Stationery and miscellaneous printed materials",23501,23475,24393,22100,23907,24524,24662,24614,24921,24918,25023,25148,26117,25261,27074,27144,26759,27277,26752,27433,27519,27813,27957,27808,28099,28265,28554,28893,29017,29182,29619,29603,29750,29858,29650,29879,30202,30267,29994,30186,30377,30400,30749,30483,30729
145,"            Net expenditures abroad by U.S. residents (131)",11599,11517,11331,11042,10803,10614,10474,10574,10916,11499,11682,11463,10845,10586,10686,11145,11369,11357,11109,11004,11042,11223,11326,11351,11300,11249,11200,11152,11170,11254,11406,11552,11694,11831,11862,11784,11559,11524,11679,12025,12256,12371,12291,12237,12210
146,"                Expenditures abroad by U.S. residents",13206,13040,12753,12344,12094,12003,12071,12198,12383,12627,12694,12585,12300,12158,12161,12308,12403,12445,12434,12457,12515,12606,12654,12658,12618,12624,12677,12775,12819,12808,12743,12740,12799,12920,12971,12951,12862,12853,12923,13073,13173,13223,13191,13169,13158
147,"                    Government employees' expenditures abroad",11557,11492,11423,11350,11291,11246,11216,11281,11441,11696,11765,11649,11346,11195,11196,11349,11420,11407,11312,11286,11330,11443,11489,11470,11385,11357,11386,11473,11500,11468,11375,11356,11409,11534,11583,11555,11418,11375,11427,11573,11670,11719,11684,11661,11649
148,"                    Private employees' expenditures abroad",1648,1548,1330,994,803,756,855,917,942,931,929,937,954,963,965,959,983,1037,1121,1171,1185,1164,1165,1188,1234,1268,1290,1302,1318,1340,1368,1385,1391,1386,1388,1396,1444,1477,1496,1501,1504,1505,1507,1508,1509
149,"                Less: Personal remittances in kind to nonresidents",1607,1524,1422,1301,1291,1389,1597,1623,1467,1128,1013,1122,1454,1572,1475,1163,1034,1088,1325,1453,1473,1384,1329,1307,1319,1375,1477,1623,1649,1554,1338,1188,1105,1089,1109,1167,1303,1329,1243,1048,917,852,900,932,948
150,Services,10218122,10208302,9314498,8319373,8764290,9247613,9399260,9528345,9670924,9740157,9731528,9774857,9885754,9899700,10143214,10288867,10404252,10550339,10694090,10775786,10837812,10916005,10992485,11047728,11053047,11148094,11252996,11326249,11392051,11483713,11531332,11647533,11733266,11800787,11858853,11948542,12081415,12132394,12193382,12224689,12263047,12335314,12448001,12484300,12580510
151,"    Household consumption expenditures (for services)",9784780,9764039,8727005,7670379,8254920,8816649,8958189,9064492,9190414,9276241,9282779,9313063,9431436,9449644,9697090,9846646,9970022,10111676,10246500,10319360,10371136,10439390,10504759,10554536,10553609,10639353,10741678,10799764,10858516,10947251,10994575,11104927,11178850,11254400,11315923,11402048,11533923,11595399,11656317,11686930,11717749,11785513,11899420,11931928,12027626
152,"        Housing and utilities",2594703,2622535,2629991,2657400,2665898,2672928,2692668,2691112,2701569,2716194,2715394,2752060,2755756,2786183,2782681,2788375,2808247,2827802,2830722,2857283,2867154,2876829,2894798,2895816,2958609,2953473,2965186,2999702,3015276,3038504,3061845,3080405,3101141,3126066,3153503,3185393,3181274,3200901,3236221,3233970,3242595,3254908,3297300,3311291,3332234
153,"            Housing",2267193,2277721,2289005,2298734,2309748,2317903,2329389,2339238,2348464,2360510,2369187,2380518,2392587,2405741,2418156,2429864,2442153,2453819,2464535,2474399,2486886,2499305,2510885,2521175,2532486,2544497,2555951,2568739,2584488,2602990,2620809,2640334,2662718,2681449,2701716,2725122,2746226,2768327,2784264,2802368,2819777,2835387,2851401,2865685,2884206
154,"                Rental of tenant-occupied nonfarm housing (20)",520700,521503,522783,524014,525536,526985,529174,531256,533532,536557,539472,542938,546918,550840,554379,557721,560854,563533,565645,568114,570433,572618,574379,575539,577215,579244,580655,582966,585793,589594,593213,597257,601932,606246,611145,616345,621426,626732,630379,634286,637816,641186,644252,647772,651351
155,"                    Tenant-occupied mobile homes",11055,10982,10927,10877,10841,10812,10824,10842,10871,10925,10986,11067,11167,11261,11342,11413,11475,11522,11552,11584,11609,11625,11626,11609,11597,11595,11585,11596,11621,11669,11716,11776,11852,11924,12011,12108,12208,12310,12380,12459,12530,12598,12661,12733,12806
156,"                    Tenant-occupied stationary homes and landlord durables",509645,510521,511856,513137,514694,516172,518350,520415,522661,525633,528487,531871,535751,539579,543037,546309,549379,552011,554093,556530,558824,560993,562753,563930,565618,567649,569069,571370,574172,577925,581497,585481,590080,594322,599134,604236,609218,614422,617999,621827,625286,628588,631590,635038,638545
157,"                        Tenant-occupied stationary homes",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
158,"                        Tenant landlord durables",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
159,"                        Tenant-occupied, including landlord durables",509645,510521,511856,513137,514694,516172,518350,520415,522661,525633,528487,531871,535751,539579,543037,546309,549379,552011,554093,556530,558824,560993,562753,563930,565618,567649,569069,571370,574172,577925,581497,585481,590080,594322,599134,604236,609218,614422,617999,621827,625286,628588,631590,635038,638545
160,"                Imputed rental of owner-occupied nonfarm housing (21)",1722532,1732353,1742501,1751408,1760794,1767378,1776603,1784302,1791124,1799965,1805574,1813229,1821101,1830131,1838787,1846913,1855879,1864692,1873226,1880567,1890663,1900770,1910509,1919617,1929307,1939298,1949347,1959803,1972666,1987278,2001338,2016666,2034205,2048503,2063719,2081721,2097526,2114121,2126273,2140327,2154070,2166192,2179013,2189672,2204463
161,"                    Owner-occupied mobile homes",72461,72365,72317,72241,72227,72135,72303,72445,72587,72853,73038,73342,73698,74069,74394,74661,74932,75163,75348,75451,75636,75784,75881,75916,75940,76001,76096,76233,76489,76842,77200,77636,78184,78637,79149,79804,80406,81031,81486,82030,82562,83032,83537,83958,84534
162,"                    Owner-occupied stationary homes",1650071,1659988,1670185,1679167,1688568,1695243,1704300,1711857,1718538,1727112,1732537,1739887,1747403,1756062,1764394,1772252,1780947,1789529,1797878,1805116,1815027,1824986,1834628,1843701,1853367,1863297,1873251,1883570,1896177,1910436,1924138,1939030,1956021,1969866,1984570,2001916,2017119,2033089,2044787,2058297,2071508,2083160,2095475,2105715,2119929
163,"                Rental value of farm dwellings (22)",21328,21235,21180,21139,21133,21128,21185,21259,21354,21507,21654,21854,22088,22316,22517,22689,22849,22983,23090,23159,23236,23284,23302,23283,23242,23214,23201,23205,23248,23323,23404,23512,23657,23776,23915,24099,24269,24446,24573,24696,24815,24916,25028,25114,25247
164,"                Group housing (23)",2633,2629,2540,2173,2285,2412,2427,2420,2454,2481,2487,2496,2479,2454,2473,2541,2571,2612,2574,2559,2554,2632,2695,2736,2723,2741,2749,2765,2780,2796,2853,2898,2923,2924,2937,2957,3006,3028,3039,3059,3076,3093,3109,3127,3145
165,"            Household utilities",327509,344814,340986,358666,356150,355025,363279,351874,353104,355684,346207,371542,363170,380443,364525,358511,366094,373983,366187,382885,380268,377525,383912,374641,426123,408975,409234,430963,430788,435514,441036,440070,438423,444617,451787,460271,435047,432574,451957,431603,422818,419521,445899,445606,448028
166,"                Water supply and sanitation (25)",109964,110053,110072,109862,109509,109759,109812,110028,110034,110212,110300,110433,110453,110640,110694,110975,111140,111499,112429,113016,113779,114713,115220,115901,116952,117697,117976,119188,120129,120971,121444,122089,123176,123284,123608,123900,125636,127099,127689,127715,128222,128628,129309,129984,130353
167,"                    Water supply and sewage maintenance",79530,79375,79334,79197,79103,78958,78938,79064,79083,79118,79121,79137,79027,79072,79164,79247,79432,79713,79935,80011,80272,80638,80822,81049,82025,82388,82474,82814,83108,83467,83909,84521,84945,85037,85293,85544,86278,86942,87232,87471,87773,88158,88382,88955,89327
168,"                    Garbage and trash collection",30434,30678,30738,30666,30406,30802,30875,30964,30951,31094,31179,31296,31426,31569,31530,31729,31708,31786,32494,33005,33508,34075,34398,34851,34927,35309,35502,36374,37022,37504,37535,37568,38232,38247,38315,38355,39358,40158,40457,40244,40449,40470,40927,41029,41026
169,"                Electricity and gas",217546,234761,230914,248803,246641,245266,253466,241846,243070,245472,235906,261109,252716,269802,253831,247535,254954,262484,253758,269869,266489,262811,268693,258740,309171,291278,291258,311775,310659,314543,319593,317982,315247,321333,328179,336372,309411,305475,324268,303887,294596,290893,316590,315622,317675
170,"                    Electricity (27)",169625,185884,187722,194588,192858,193322,202673,191294,189409,193551,192185,205918,197562,208118,197341,192902,195937,202816,193161,207528,203216,206174,204393,199241,232304,218718,223338,228719,237214,234047,241101,236841,232988,235716,247885,248693,227698,232571,245796,238056,229505,224591,249533,247861,248950
171,"                    Natural gas (28)",47921,48876,43192,54216,53783,51944,50794,50552,53661,51921,43722,55191,55155,61685,56490,54633,59017,59668,60597,62341,63273,56638,64300,59500,76867,72560,67920,83056,73445,80496,78492,81141,82259,85616,80294,87679,81713,72904,78471,65832,65091,66302,67057,67761,68725
172,"        Health care",2548982,2558452,2202460,1767029,2117570,2336637,2376074,2394131,2449718,2483962,2512139,2510170,2515798,2518823,2555398,2595693,2621215,2636595,2650081,2667997,2685378,2692966,2703679,2722627,2723611,2724598,2731190,2722410,2729187,2756089,2775165,2797427,2805802,2831347,2851083,2872807,2900735,2931785,2956082,2964452,2974598,2979551,2999063,3009309,3028605
173,"            Outpatient services",1190323,1203281,1040285,746982,947547,1071999,1079015,1090855,1141448,1145948,1151741,1154677,1159118,1159450,1182041,1200566,1209516,1217038,1227720,1237298,1244867,1250918,1254033,1261147,1264154,1268475,1272606,1274283,1280210,1289671,1285069,1289200,1295423,1304230,1310911,1317838,1343409,1369172,1380245,1376624,1381217,1381784,1391897,1398996,1407917
174,"                Physician services (44)",627712,635536,555466,406140,504188,574552,571616,570468,597791,598349,601214,601177,605369,604687,623985,628585,630531,631971,639162,642761,646124,650341,651678,652711,650744,653312,653960,656207,657228,660766,661357,663326,667688,671781,672777,674610,685184,701242,705508,709014,712536,715424,717783,720914,725755
175,"                Dental services (45)",148647,149913,107322,64025,91187,110095,116745,122756,130546,130441,129188,128062,129805,134859,139459,145111,147298,151631,151187,147882,146561,149224,152922,155328,155389,157349,159684,157761,157580,161045,159764,162375,163283,162870,164670,165820,168609,170607,171824,170808,171676,172267,175282,178370,179313
176,"                Paramedical services (46)",413964,417831,377497,276817,352172,387352,390655,397630,413111,417158,421338,425439,423944,419904,418597,426870,431686,433436,437371,446654,452182,451352,449433,453108,458021,457814,458962,460316,465403,467860,463948,463498,464451,469579,473464,477407,489616,497323,502913,496803,497005,494093,498831,499712,502849
177,"                    Home health care",125780,128580,116849,89307,111164,124737,124297,124335,126087,129074,131614,133152,129993,127168,126301,129023,131144,131941,132971,132720,134189,133426,133215,133594,134505,135825,136614,137782,142508,143616,141483,140672,140650,142696,143391,144501,151435,155355,157318,150998,146596,144927,145989,148020,148420
